Najdan Krstajić
Božidarka Karolić
Svetolik Peruničić
Marko Radisavić
Slavica Brodalić
Zlata Mindić
Tiosav Đonlić
Sandra Borikić
Zdravka Strigić
Blaženka Murišić
Julijana Dardić
Jela Bantulić
Sara Živić
Simka Šestić
Želimirka Bacotić
Raško Boštrunić
David Paraušić
Miloje Đačić
Prerad Malečić
Simeon Jestrotić
Feodor Tripić
Bogdanka Šubarić
Hranislavka Opricić
Ljuba Sikimić
Miloš Gojnić
Ćana Radetić
Aćim Trokicić
Filotej Tepić
Helena Šabeljić
Vasilija Džonkić
Roksanda Floričikić
Trajanka Božinić
Kasija Zbiljić
Makrena Miljić
Julijana Inđić
Vujka Bjeličić
Ozarija Bajčetić
Irena Palalić
Milena Vukoičić
Radinka Gramić
Milanko Riznić
Gorica Delčić
Simona Poljčić
Stoja Mickić
Dobroslavka Stošić
Bojana Nebrigić
Đulijana Sitničić
Sofronije Šišić
Milinko Bečelić
Glorija Dubljanić
Petra Kalinić
Radenko Ranisavić
Vukica Brežančić
Dragica Janojkić
Dušana Vakičić
Strahinja Borjanić
Poljka Jojkić
Josif Grdinić
Kosta Penonić
Vuksana Cvijetić
Andrija Epifanić
Prvoslavka Paraušić
Podgorka Varezić
Leonora Kozarčić
Šale Arambašić
Danica Rendulić
Mitra Pavčić
Tešman Kokić
Čedomir Vučeljić
Vlastimirka Misirkić
Tamara Abžić
Jakov Nekić
Đulijana Đusić
Emil Staničić
Radenko Stoičić
Časlav Škulić
Dragica Pejušić
Viktorija Tijeglić
Đuro Čipčić
Jakov Cvikić
Egenija Kajganić
Milesa Mršić
Milisav Kornić
Gojko Vagić
Vukajlo Smiljić
Cana Torbić
Goran Obrenić
Borko Belčić
Arsenije Lutkić
Prvoslava Alagić
Đorđe Bondžulić
Šana Kutlačić
Blaženka Ljeganušić
Tamara Burtić
Stole Kuljić
Vukadin Ankić
Kosana Prodanić
Mitar Skorić
Trivun Nogulić
Dmitar Tirić
Bane Vulpić
Vojin Kulić
Ranko Šalajić
Liza Božarić
Živka Strojić
Njeguš Trikić
Jefimija Žorić
Milentije Drmončić
Željko Obačkić
Dubravka Bulić
Njegoš Bešić
Arsenije Radičić
Stevan Puslojić
Borislav Vujetić
Ceca Kunovčić
Sredoje Čumić
Tamara Plazačić
Simeon Dinić
Njegoslava Stepić
Dobrinka Labotić
Velinka Laličić
Grozdana Šipetić
Kosovka Tatišić
Višeslava Karavidić
Damjanka Kravarušić
Divna Džomić
Zlatoje Tamindžić
Želimirka Koljajić
Branimir Butorkić
Borka Baskić
Ćirka Radosavkić
Vukadin Đeorđić
Jasmina Mijucić
Divna Nakomčić
Dušica Bjeletić
Stevan Jurišić
Tiosav Melentić
Radoš Midić
Latinka Antić
Želimir Čvorić
Krstan Smiljanić
Đoka Radnić
Liza Kljakić
Justin Svojić
Teodora Krasić
Živomir Stuparušić
Latinka Bjelogrlić
Filip Ponjaušić
Desanka Gradić
Dušan Boričić
Hranislava Potparić
Danojlo Vidić
Časlavka Vidić
Šana Tončić
Prodan Aličić
Mijat Glušić
Bogdanka Gerginić
Dragojlo Duronjić
Ljilja Koraksić
Filipa Vukosavić
Anka Čkovrić
Lepoje Grgić
Latinka Tufikić
Jovana Stambolić
Lola Šojić
Liza Bjeličić
Milinko Vladušić
Jordanka Latinčić
Zaviša Milojić
Stana Raketić
Jovica Kulišić
Ćuba Bukazić
Strahinja Slavić
Kosovka Škrnjić
Svetislava Vujisić
Persida Škuletić
Dobrilo Rajičić
Srba Burgić
Julija Cenkić
Momir Stepić
Toplica Mokrić
Ćanka Peulić
Blagica Petrušić
Paun Kukuličić
Ljubomir Čotrić
Milivoj Džugurdić
Cvetko Vukojčić
Dragan Bradonjić
Čedomir Munišić
Milisav Nikitić
Blagoje Zorbić
Milijana Jorgić
Pavlija Jovanikić
Lepoje Zubić
Spomenka Jovikić
Milun Ocokoljić
Srboljub Ignjatić
Lepomir Stankić
Novko Babejić
Petko Očinić
Isidor Martić
Ninoslav Džankić
Ratibor Novalušić
Kosovka Beljić
Milentije Baroševčić
Kristivoje Stević
Lenka Radnić
Rastko Boricić
Mira Čikić
Buda Tičerić
Petruška Čojić
Nenad Nekić
Dragan Budinčić
Koviljka Bilibajkić
Živoslavka Obačkić
Ognjen Jurić
Slavoljub Dragušić
Radenko Plešić
Podgorka Delibašić
Andrija Bujišić
Uranko Pandžić
Stamena Krnjeušić
Cvijan Adžić
Leonida Rančić
Ivica Mavrić
Gruja Sovrlić
Njegoš Stevanić
Tijana Sredić
Ćira Milekić
Stojadin Belivakić
Zorislava Strinić
Blaženka Čemerikić
Stepan Bobić
Eva Dokić
Emilijan Narančić
Kruna Steljić
Đurica Škrebić
Vujadinka Marušić
Budislav Žurkić
Predrag Mrkšić
Persa Pupić
Leonida Rasulić
Aleksa Radunčić
Lenka Labotić
Velimir Ceranić
Miroslav Krsmančić
Vukoje Čupić
Mateja Ivić
Dobrila Remetić
Margareta Jontić
Zaviša Čeremidžić
Vojin Gašić
Krsman Zbiljić
Ljubomir Dotlić
Kristina Rozgić
Sima Vladetić
Filipinka Abadić
Časlavka Brujić
Sonja Gmitrić
Vuksana Malčić
Ratislav Ljuškić
Stefan Kujundžić
Adam Pešić
Stojanka Crnovčić
Kirilo Belobabić
Sanja Aničić
Stanoje Stajšić
Božidar Krpić
Vidak Kenić
Mitar Marčić
Radoslav Terzić
Prodan Epifanić
Cvetin Ristanić
Ljubomir Paldrmić
Borisav Trmčić
Njegoje Našpalić
Najdan Seratlić
Petruška Jovetić
Ivica Čomić
Novka Surlić
Gaga Aničić
Joviša Suvajdžić
Gradimirka Ibročić
Bojana Delibašić
Ljubinko Regulić
Slavka Stoparić
Živadinka Grajić
Atanasije Odavić
Mladomir Zbiljić
Stavra Lukić
Simeon Arambašić
Valerija Lazukić
Miomir Sušić
Vasilija Kuljančić
Ninoslav Irić
Hranislava Jeftenić
Kleopatra Pleskić
Miloš Joksić
Dobrašin Škatarić
Dobrinka Peličić
Momcilo Manasić
Budimir Turajlić
Milivoj Spasenić
Hranislava Neoričić
Koviljka Strunić
Čubrilo Šindić
Bane Relić
Blaginja Kuvizić
Tomanija Zipančić
Irena Beljić
Ivona Stojankić
Joviša Labotić
Cvetko Buljubašić
Steva Kalentić
Mijat Putić
Božidarka Tajsić
Nebojša Kenić
Njegosava Amidžić
Stanojka Tadić
Jeremije Škeljić
Dragica Maćić
Dragojlo Milkić
Kostadinka Dimić
Drgorad Kalendić
Lara Kmezić
Kosana Trivundić
Stanika Kuljić
Fema Kopitić
Žika Jutrić
Živka Radisavić
Svetislava Šipčić
Radosav Đorđić
Andrija Brezić
Sretenka Todosić
Simka Kapešić
Krsman Mandić
Slavica Repašić
Buda Duškić
Stanika Makragić
Prvoslav Reznić
Stoja Grublješić
Peladija Čović
Stojko Despić
Aco Sendrić
Vuksana Šarančić
Filip Đurđić
Kadivka Dvornić
Ružica Marčetić
Varvara Makivić
Prodan Ristelić
Vera Rankić
Ruža Stojačić
Persida Patrić
Dragiša Ćujić
Milojka Tomonjić
Stefan Erdelić
Šana Runić
Trifun Mrkajić
Cvijetin Dončić
Ranko Konjikušić
Lucija Jezerkić
Dragoslava Genčić
Zorica Arsić
Đokica Nježić
Rafailo Dvorančić
Dobrila Đorđić
Časlavka Bilić
Andrija Tojagić
Anica Kalinčić
Lola Ilijić
Paun Bubić
Golub Veljić
Njegosava Laličić
Borisav Košarčić
Stanislava Trmčić
Pantelija Kukavčić
Borisav Subašić
Velinka Brdarić
Negovan Likušić
Ljuba Jogrić
Vojin Kezić
Aran|el Stejanić
Teofan Dugajlić
Tatjana Florikić
Krsmanija Vitolić
Hranislavka Jelisić
Negovan Nuždić
Njegosav Batizić
Ljupče Mutibarić
Đurđija Narančić
Njegoje Jozić
Jovanka Stajkić
Njegosava Lupšić
Todor Smiljkić
Kleopatra Radojčić
Siniša Obrić
Julija Malobabić
Krunoslava Drulić
Blagoje Lalušić
Atanasije Besedić
Nemanja Kulišić
Grozda Despić
Tanja Dulikravić
Tina Buljugić
Dušan Vorkapić
Danojlo Dikosavić
Obren Tojagić
Njegoje Delić
Hranislava Dugalić
Vojislav Štulić
Aksentije Korbić
Njeguš Jekić
Jakov Vračarić
Vladimir Mačkić
Tanja Porčić
Đurica Žepinić
Stojmen Bećić
Rajica Nenadić
Negosava Skokić
Sandra Stančić
Ratimir Šuljagić
Filip Paraušić
Svetlana Šaponić
Cveta Evđenić
Ćetko Glavonjić
Petko Nadaškić
Milanko Sogonić
Aca Varagić
Saveta Vetnić
Relja Jakovetić
Relja Biserčić
Vuksan Bobić
Isailo Gujaničić
Ćirilo Kolundžić
Mila Stojić
Simona Mladić
Kornelije Kotlajić
Gordana Dudić
Bogomir Porčić
Dušana Delojkić
Jerotije Šamatić
Danica Gerginić
Radmila Miletić
Danojlo Skerlić
Dubravka Vučinić
Gligorije Bojčić
Prodana Opačić
Ljiljana Lozić
Veselin Miholjčić
Ivana Kuić
Grozda Čočurić
Mirosava Guveljić
Šiško Andrić
Živorad Orlandić
Petronije Đunisić
Borko Šarkić
Josif Tojčić
Uranko Čikić
Cviko Belodedić
Lara Anojčić
Mojsilo Zakić
Nedeljko Boškić
Dalibor Vitakić
Zvonka Brajić
Budislav Nekić
Cvetana Sokić
Manojlo Nedučić
Lena Đikić
Lela Lukendić
Borisav Krtinić
Petruška Janičić
Aćim Tufonić
Radmilo Gostojić
Živana Malčić
Bratoljub Eskić
Justin Zagorčić
Spomenko Nenić
Sekula Nišić
Aksentije Lazičić
Uranko Karkalić
Elena Pirgić
Cviko Modrinić
Moša Jelikić
Stanka Gancolić
Zlatoje Plavić
Joviša Jozić
Živan Civišić
Svetoje Kolčić
Blagoje Staletić
Svetlana Krdžić
Dragica Jevđenić
Boško Vladnić
Milun Ciklušić
Vojislava Špirić
Cane Broćić
Glorija Krkeljić
Ružica Vukanić
Gligorije Denkić
Lepa Grđić
Evica Zlovarić
Gradimirka Lubinić
Blagomir Planić
Lola Žižić
Ljuban Kitonjić
Prokopije Puzić
Miloje Varajić
Milijan Mačkić
Petar Aleksić
Milojko Dobričić
Ćira Joničić
Justin Ćurlić
Damjanka Padić
Dragan Niketić
Rodoljub Miljić
Poljka Čvorić
Darinka Jagodić
Milesa Labotić
Obrad Ađančić
Stevan Ujić
Simeuna Kušić
Marko Lakić
Stole Kožokić
Vlastimirka Cenić
Gligorije Vlastić
Mijat Karić
Jadranka Panić
Ceca Iličić
Cveta Vojnić
Danica Ćosić
Veronika Badrkić
Dobrilo Rogošić
Vukica Plintić
Velislav Tešankić
Zorka Slavić
Bratislava Ninić
Pantelija Gegić
Radenka Janikić
Tomanija Demić
Kostadinka Jelenić
Svetomir Komjenić
Smilja Karadaglić
Antonina Vezurić
Radmila Lozić
Jugoslav Mirjanić
Aćim Mrkajić
Srba Viorikić
Fema Malukić
Olivera Čamagić
Sretoje Neoričić
Blagoje Dragić
Puniša Džamić
Dobrašin Karavidić
Velimir Prišić
Paun Šmigić
Špiro Podraščić
Ćanka Jovančić
Josif Majkić
Ranko Aladžić
Nastasija Vanušić
Dobrilo Stajšić
Vukoje Luburić
Hristivoje Ruvidić
Aco Levnaić
Stojanka Vujinić
Veselin Proročić
Marinko Gikić
Staniša Čuperkić
Novko Našpalić
Ćuba Šivčić
Kosara Grubišić
Selimir Malinić
Vujadinka Goncić
Filiman Šunjevarić
Radenko Trikić
Đokica Piljikić
Ljubinka Niketić
Ognjen Srzentić
Stokan Šapić
Mirko Rakezić
Živana Lopičić
Tatomir Dudikić
Lenka Spakić
Želimir Stošić
Đukan Krsmančić
Branko Kuvizić
Spasenija Samardžić
Drago Žutić
Veronika Vujičić
Petko Tešinić
Ljuban Erdelić
Jelka Čolanić
Novko Trudić
Julija Janić
Jadranka Radikić
Sojka Kažić
Milan Jončić
Sava Aleksandrić
Nevena Bosiočić
Mašinka Jerinkić
Čedomir Nikoletić
Teodor Pljakić
Emil Vejić
Poleksija Šljivić
Aca Crvendakić
Spomenka Tomić
Steva Šijakinjić
Manojlo Budišić
Toša Perčić
Ljubinka Dunić
Todora Dvorančić
Vladan Burgić
Helena Blendić
Lilijana Miražić
Persida Janičić
Olgica Komadinić
Simeon Ašćerić
Ljubo Bosiočić
Krstan Lužajić
Toša Ivezić
Isak Novčić
Radojica Raljić
Milisav Mutibarić
Zlatibor Vukšić
Dobrivoj Tufonić
Srbislav Vuičić
Slavica Mrkaić
Julija Žepinić
Dunja Lopičić
Bogdanka Stanetić
Žarko Diskić
Kasija Džugurdić
Ćirka Šušulić
Vujka Pakić
Ranka Blažić
Danojlo Nevajdić
Vitomir Ilijić
Rumenka Ninić
Alimpije Despinić
Milesa Penezić
Lale Brašić
Bogomir Šošić
Đuro Jaredić
Žarko Sovtić
Aleksija Vojvodić
Zdravka Pljakić
Cvetin Gnjidić
Kristivoje Popčić
Teodosije Tufikić
Milisav Utvić
Dositej Tačić
Velislav Skulić
Doris Raičić
Spasoje Špoljić
Anastasija Milojčić
Cviko Odavić
Tomislav Šibalić
Stanka Butorkić
Jadranka Lazičić
Daliborka Đuragić
Matija Punišić
Darinka Strahinić
Zlatoje Pikulić
Snežana Pobulić
Velimir Đuričić
Podgorka Dafunić
Suncica Karić
Dragan Bukelić
Ratimir Čamdžić
Svetozar Beksedić
Vukašin Janjušić
Đoka Karalić
Filipinka Lepotić
Biserka Tanić
Ratka Krstanić
Sibinka Glišić
Ratislav Vukić
Živanka Dakić
Isak Dvorančić
Negoslav Vujić
Julijana Cekić
Stamenko Jevtić
Tihomir Kokerić
Lola Skokić
Roksanda Vladnić
Sekula Turudić
Jelisije Karličić
Ružica Zlatarić
Jugoslav Skevelić
Anđelka Jerčić
Milja Jenić
Magdalena Šorgić
Jasna Kulundžić
Živorad Vračkić
Negomir Jagodić
Ilinka Prokić
Stojanka Vukelić
Kostadinka Varcagić
Ivona Vavić
Aksentije Raičić
Srbijanka Šišić
Ljubica Papulić
Lazar Pušić
Milija Jelačić
Gavra Baralić
Snežana Janojkić
Milenija Videkanjić
Miloš Nekić
Pavle Tvrdišić
Ljuba Josić
Radmilo Brkić
Spomenko Drenić
Vidoje Masalušić
Grozdana Zaradić
Dobroslavka Nogulić
Glorija Čurlić
Ranka Gvoić
Ljubo Lancić
Branko Bjelinić
Gvozden Surlić
Laza Diklić
Doroteja Mustecić
Vladanka Aničić
Milanko Mandinić
Teodosije Grujić
Sofronije Pović
Živadin Stejanić
Tatomir Pešukić
Simona Soskić
Đurica Trijić
Nebojša Bastaić
Stamenka Androbić
Dragoslav Aškrabić
Laza Ilić
Ratislav Boltić
Čubrilo Lončarić
Ljubomirka Veselić
Oliverka Kulišić
Sretenka Vlajčić
David Marinčić
Jasminka Rajičić
Radoman Trumić
Bratislava Čihorić
Jakša Manasić
Filipa Radanić
Tijana Paprić
Prvoslavka Colić
Biljana Budalić
Strahinja Burdžić
Kosovka Suručić
Gruja Glamočić
Dejan Krsmanić
Zora Krantić
Veljko Zojkić
Stamena Marunkić
Miloje Simić
Gligorije Jovanetić
Milorad Sunarić
Đuro Budinčić
Đulijana Runjajić
Ružica Slavić
Radojka Pušonjić
Njegovan Pločić
Jasna Stojičić
Evica Kuzmić
Goran Zličić
Mileta Bavrlić
Spira Bizumić
Cvetana Kanurić
Vukadinka Žaličić
Siniša Kordić
Milisav Čarnić
Gordana Dobratić
Njegoslava Pajagić
Čedomir Kolicić
Irena Vrućinić
Miroljub Abadžić
Stevanija Gnjatić
Milesa Teodosić
Danojlo Belodedić
Makrena Epifanić
Petrija Kipić
Sofronije Peličić
Dobrinka Vujetić
Dragan Tucić
Saveta Bavarčić
Oliverka Dostić
Andrijana Grgulić
Verka Cvijakić
Julijan Nikolendžić
Ljubiša Vergić
Ljilja Stevčić
Isidora Cepančić
Vasilije Javorić
Branka Ćulafić
Jovanka Gavrišić
Gradimirka Očinić
Stojana Ankucić
Nenad Žmukić
Matija Vragolić
Blagoje Floričikić
Jelena Tutulić
Radule Dinkić
Bogdanka Dotlić
Miloje Dubajić
Stanojka Kursulić
Božana Žunić
Violeta Cvijakić
Momir Obrenić
Vitomir Nežić
Buda Denkić
Igor Budujkić
Jovan Vukelić
Jelisavka Despić
Kirilo Jovčetić
Stokan Galešić
Stefan Sretić
Eva Stingić
Antonije Pogrmić
Persida Blešić
Ljubinka Kanurić
Đurica Janić
Koviljka Radosavkić
Živoslava Maravić
Draško Jonić
Vekoslav Grubnić
Koviljka Jerčić
Mila Mrkaić
Živadinka Jovanić
Varvara Arsić
Novica Viorikić
Verka Odavić
Cvetanka Kureljušić
Njegomir Kamenčić
Krstan Grozdanić
Stepan Rajić
Svetislav Krstonić
Vuk Golić
Lale Blagotić
Sredoje Bisić
Peladija Škatarić
Željka Vojnić
Borko Kitonjić
Vlajko Boščić
Ćile Krančić
Gavra Garčić
Miladin Delibašić
Velibor Negrić
Vukadin Devedžić
Časlav Šćekić
Cvetomir Šarančić
Gradiša Kandić
Jadranka Šekarić
Stevka Ivetić
Aleksija Filčić
Spira Bocić
Jelica Kronić
Petruška Satarić
Kosovka Jezdić
Vukadinka Budujkić
Radul Kličarić
Božana Pejičić
Miodrag Abdulić
Antonije Čuknić
Cvijetin Kanjerić
Ljubinka Maslić
Mihailo Tatić
Srđan Kamperelić
Gaga Rinčić
Radovan Stajčić
Jeremije Blešić
Želimir Ljušić
Ceca Brozbić
Joviša Šaljić
Radivoj Tumarić
Srbijanka Stingić
Ljupče Pačarić
Dragoslava Leontić
Puriša Nevenić
Dragojla Džonkić
Radoman Šešić
Dušica Šabić
Mira Štefkić
Radivoj Ajdačić
Milivoj Kolobarić
Jelka Lazendić
Špiro Hristić
Zaga Kanić
Sibin Pejdić
Sara Mačkić
Kleopatra Mijucić
Ilija Kondić
Laza Košpić
Vujadin Ikonić
Raško Kocić
Krstan Čkrkić
Đurđija Zjajić
Cajka Veleušić
Drgorad Daničić
Anđelko Alinčić
Dunja Nežić
Cajka Anikić
Oliverka Videkanić
Zorka Tepšić
Zaga Stokić
Sredoje Milijić
Srpko Ćipranić
Vukota Karetić
Zlata Bilibajkić
Nikolija Stingić
Trajan Ličanić
Tihomir Šutuljić
Zlata Pakić
Katarina Šćekić
Stojan Bogičić
Trajan Vukoičić
Njegoslava Tokalić
Živana Šipčić
Adam Sumenić
Živodarka Milkić
Vujadinka Opalić
Cvetanka Čarkić
Josif Ružić
Buda Bandić
Ratibor Ilisić
Ivana Buljubašić
Emil Kvakić
Veroslava Milačić
Radoš Velišić
Stojadin Aškrabić
Dražo Polić
Agnija Ljoljić
Bogoljub Ćipranić
Radoslavka Fuštić
Ubavka Jokić
Dragomir Brščić
Mila Šuluburić
Aleksija Bosiljkić
Paun Malečić
Lola Šakotić
Srećko Skendžić
Cvijan Ružojčić
Zlatibor Smolić
Radomir Skočić
Nebojša Anušić
Milutin Pendić
Stokan Krstičić
Petrija Jojić
Koviljka Brajić
Ljupka Jojkić
Ignjatije Gostić
Timotije Vujčetić
Vera Žeravić
Stojanka Veljančić
Slobodan Garalejić
Radenka Cenkić
Stevka Kljakić
Smiljana Baošić
Nevenka Milotić
Makrena Simetić
Ćira Slavkić
Bane Lučić
Mirjana Potrebić
Uroš Milakić
Manojlo Spužić
Rastko Dinkić
Đurađ Ničić
Dunja Brajić
Zaga Čemerikić
Višeslav Kalajić
Draginja Lutkić
Slaviša Bogdanić
Stamena Sjeničić
Gvozden Svetličić
Caja Radosavkić
Anđelija Zurnić
Dubravka Radunčić
Fedor Varezić
Savka Matić
Zorka Dumanjić
Anđelko Đukić
Ćanka Radanić
Georgije Indžić
Zorica Bašić
Ostoja Brezić
Jugomir Budalić
Sofronije Kalinčić
Sergije Miovčić
Krsmanija Lagarić
Todora Mladić
Stanislav Dangić
Kleopatra Ilikić
Srba Stojšić
Kostadinka Femić
Lola Makivić
Laza Kanjerić
Čedomir Smikić
Stanimir Nešić
Katarina Jerotić
Toša Irić
Savka Štatkić
Stanka Relić
Blagoje Riboškić
Živanka Gvojić
Ilija Jelesić
Jelena Šijakinjić
Ruža Čohadžić
Šako Savelić
Stokan Zaburnić
Adam Pajtić
Julijan Arsenić
Simka Rikić
Svetomir Babarogić
Sredoje Alargić
Mirosava Bandić
Bratislav Ušendić
Darinka Demić
Koviljka Vulikić
Atanasije Levnaić
Maksim Milkić
Radoman Gramić
Branka Plavkić
Sofronije Paranosić
Zorka Ružić
Nemanja Midušić
Poljka Džinić
Jovanka Koljajić
Jagoš Jovkić
Evica Stevanetić
Dobrila Draškić
Cviko Biljurić
Lara Smiljkić
Stanojka Puslojić
Rumenka Krstonić
Lola Vulikić
Veroslava Grubnić
Stojanka Krstinić
Miloje Šantrić
Vitomir Čihorić
Trajan Partonjić
Persa Ginić
Dobrica Anojčić
Bratislava Trošić
Ranka Predić
Mijat Radetić
Strahinja Novačikić
Ljubomir Ličinić
Julija Egarić
Fanija Čarkić
Razumenka Grujić
Sergije Bukelić
Damjanka Jutrić
Irena Sazdanić
Rodoljub Borokić
Stojana Mladenić
Marijan Radančić
Đorđe Aguridić
Slobodan Ugrinić
Strahinja Vučendić
Joviša Šunderić
Biserka Perutić
Biserka Proročić
Živomir Lekić
Vladanka Arsić
Melentije Sakić
Ljeposava Bumbić
Mihailo Miovčić
Pauna Giskić
Aran|el Čizmić
Melentije Erletić
Stanojla Rakinić
Bogdana Vrndić
Zaviša Đurendić
Živanka Jončić
Ljubinko Jokičić
Dimitrije Vladičić
Blaženka Smiljkić
Cvijan Drmonjić
Liza Karaulić
Doroteja Dulikravić
Pajka Nakaradić
Sara Rogošić
Sofronije Veseličić
Vojimir Manjić
Slaven Tešankić
Milan Voćkić
Ranka Ignjić
Slavica Karličić
Vladimir Zoričić
Zdravka Gajičić
Cana Gordanić
Lilijana Sovtić
Slaven Kostić
Lela Bradić
Peran Vladić
Radul Kalenić
Eleonora Kirić
Sava Kruškonjić
Jevta Makragić
Radojka Galić
Zlatomirka Pišteljić
Vojislava Ikonić
Filiman Bravačić
Ivana Rapaić
Dalibor Rankić
Ivo Đujić
Perka Bacotić
Jagoš Suvajdžić
Krsta Bukazić
Vuk Kujačić
Uglješa Savelić
Milija Radivojšić
Lena Đešnić
Predrag Mačkić
Grujica Radučić
Radovan Cakeljić
Ljuba Macurić
Radoljub Grčić
Pauna Filić
Đurica Otić
Predrag Drmonjić
Krstan Brborić
Nina Pobulić
Simona Ristić
Živorad Šikanjić
Negoslav Suvajdžić
Konstantin Pešukić
Cajka Spužić
Grozda Neagić
Ugren Ljušić
Radojko Kečkić
Jana Korugić
Mašinka Rajlić
Lenka Jevrić
Raško Gocić
Slavenka Suvajdžić
Stevan Gluvić
Ljubomirka Divnić
Dragiša Šaronjić
Borisav Jogrić
Borislav Kujačić
Aco Šarkić
Tadija Vasiljkić
Srboljub Milišić
Svetolik Rutešić
Lena Todić
Stojmen Barišić
Radule Vefić
Dragoljub Paucić
Krsmanija Bodrožić
Stepan Lepetić
Alimpije Ljaljić
Prerad Korbić
Miroljub Karatošić
Jelena Gagričić
Glorija Milušić
Radoljub Vekić
Nedeljko Draganić
Leonora Babecić
Stamenko Mišolić
Prokopije Vučetić
Lara Karatošić
Stojana Gadžurić
Đorđe Kojanić
Stavra Ćeklić
Stana Glidžić
Miroslav Trumić
Lepoje Krkeljić
Fanija Kajganić
Strahinja Abžić
Velibor Džekulić
Ranđel Dragoljić
Obradin Tešić
Ognjen Denić
Milojka Neagić
Milovan Džekulić
Slobodan Seničić
Kruna Dulikravić
Ozrenka Šterić
Kornelije Brežančić
Slavenko Piletić
Zorka Konjikušić
Sofija Gležnić
Dragica Zisić
Gabrijela Mikucić
Čeda Cvejić
Stavra Krnjeušić
Savka Bolić
Novica Milotić
Milenija Vladetić
Nevena Bugarčić
Ljubomirka Veletić
Naum Đurđić
Radivoj Sladić
Julija Malenić
Bogdanka Tepšić
Evica Gavarić
Radoslava Štatkić
Janko Despenić
Zora Alorić
Nićifor Jevdosić
Gavra Grubnić
Makarije Grokanić
Radovan Granolić
Janovka Pirgić
Vujka Čelikić
Đuro Aguridić
Živomir Gerzić
Radosav Dunjić
Atanasije Vrčežić
Leonora Čović
Cviko Spurnić
Viktorija Kondić
Miroslava Jablančić
Hranislavka Sojkić
Jezdimir Kompalić
Stoja Gluvajić
Golub Kendrišić
Grozda Šterić
Milivoj Perić
Podgorka Vukazić
Taško Jokičić
Ljuban Lazendić
Snežana Bebić
Jovan Krkotić
Živan Soskić
Vladimir Šijačić
Dušica Pajtić
Sofronije Čajić
Borivoje Milikšić
Varvara Jošić
Damjanka Dragišić
Stojko Garotić
Dragoje Lajić
Radosav Ranisavić
Stamena Vukosavljević
Vukašin Ječmenić
Desimir Vemić
Joviša Jogrić
Stojana Drezgić
Srba Dimitrić
Latinka Buzejić
Milutin Ranisavić
Tijana Sparić
Danilo Likić
Jevta Matić
Zoran Tijeglić
Vukašin Rubežić
Ozren Taricić
Njegoje Radotić
Jakov Asentić
Ninoslava Budimić
Vasilije Košarić
Kleopatra Glušić
Jovanka Pravdić
Ljubo Gobeljić
Stojiljko Pašajlić
Živomir Markeljić
Slavenko Paldrmić
Radiša Dabić
Spomenko Barić
Njegoje Tufegdžić
